,podcast_uuid,title_x,image,description_x,language,categories,website,author,itunes_id,title_y,audio,audio_length,description_y,pub_date,uuid
53,fcfdd15b05864eedac2e477c3df5bb2d,At Least You Tried...,http://is3.mzstatic.com/image/thumb/Music62/v4/14/89/02/14890200-71f4-a1e9-4266-e5a8cbb8547d/source/600x600bb.jpg,The participation trophy for bad movies,English,TV & Film,http://www.podcastgarden.com/podcast/atleastyoutried#9781,Jonathan Shipley,1139412572,The Great Wall,http://www.podcastgarden.com/login/audio-18/18511/TheGreatWall.mp3,3758,"This week on At Least You Tried we watched Matt Damon be a Hanzo main and the Chinese army make some REALLY dumb decisions in ""The Great Wall""",2017-12-06 07:00:00+00,34b9235e5e0d4870a3b18334cf9ebce6
54,31b84f644e794c42ada110703dded6ea,Dviračio peliukai.,http://is3.mzstatic.com/image/thumb/Music62/v4/69/46/94/694694e4-2140-6992-308d-126620bbcb97/source/600x600bb.jpg,"
	Šiais neramiais laikais, kai valdančioji koalicija pati nebežino, ar ji valdančioji ir ar ji koalicija, kai ministrai neapsisprendžia, ar jie labiau ministrai, ar labiau socialdemokratai, kai vaikiško veido rubuilis Korėjos pusiasalyje iš ryžių baigia pasigaminti atominę bombą, kai Amerikoje siaučia uraganai Irma, Jose ir Donaldas, kai net profesorius Landsbergis ima aiškintis, ar gerai yra vartoti kanapes, kai Barselona nori aiškintis santykius su Madridu ne futbolo aikštėje, o Konstituciniame teisme ar gatvėje, mums kaip niekada reikalingi informacijos švyturiai, kelrodės žvaigždės, naujienų šviesoforai, padedantys susigaudyti tikrų žinių, alternatyvių faktų ir fake news migloje. Tie šviesuliai yra politologai – pelės Sūrskis ir Mauzeris.
",English,TV & Film,http://www.lrt.lt,LRT,1336568632,Pelės apie valdiškus darbus ir tarnystę valstybei,http://www.lrt.lt/media/VIDEO/2017-12/PEL0065.mp4,198,"<a href=""http://www.lrt.lt/media/VIDEO/2017-12/PEL0065.mp4"">
                        <img src=""http://www.lrt.lt/mimages/Media/items/1013680843/160/120/PEL0065.jpg"" width=""160"" height=""120"" /><br />
                    </a>",2017-12-11 13:00:00+00,b64245d3e36546cd9b8d7f6a4ecadd76
55,86283de9d1614db5b5d63d91d816e1a5,Voice FM,http://is1.mzstatic.com/image/thumb/Music128/v4/8f/99/32/8f9932d1-9f54-07b0-1fb5-95f832f3f4c0/source/600x600bb.jpg,"Voice FM is Southampton’s truly local radio station. Broadcasting from St. Mary’s in the heart of the city, and across Southampton on 103.9 FM and online, the station went live in 2011 to provide a service to the local community, both as a hit music station, and as an education and training service. Voice FM plays a variety of Top 40 chart hits, dance, rock, indie, & alternative music throughout the day, as well showcasing local bands with a “Homegrown Hit” taking centre stage on our playlist each week. Then from 6pm each evening we provide a variety of specialist programs to reflect the diversity, and tastes of Southampton.",English,Music,http://voicefmradio.co.uk,Voice FM Ltd,1292507386,The Midday Mix with Balmy - 19 Dec 2017,http://feedproxy.google.com/~r/voicefm/~5/-vWloCQJoE8/20171219-1200-voicefm.mp3,3600,"<p><img src=""https://d361f6gn09ued8.cloudfront.net/voicefm/profile/voicefm-201710040513-1400.jpg"" width=""144"" height=""144"" align=right hspace=20 vspace=20 border=0 title=""The Midday Mix with Balmy""/></p>Join Balmy for The Midday Mix, exclusively on Voice FM. The hottest music, and freshest beats back 2 back, in the mix.<img src=""http://feeds.feedburner.com/~r/voicefm/~4/-vWloCQJoE8"" height=""1"" width=""1"" alt=""""/>",2017-12-19 12:00:00+00,8df205fbd441475d8aabcc175c8f89f5
56,e46929a05eb9424fb44403439dfd68ac,Wisdom for the Heart: Audio,http://is5.mzstatic.com/image/thumb/Music6/v4/a5/b6/33/a5b633ba-a6df-57b2-385b-ba54d5162a12/source/600x600bb.jpg,"Wisdom for the Heart is an international Bible-teaching ministry based on the sermons of Dr. Stephen Davey, founding pastor of Colonial Baptist Church in Cary, North Carolina. Thanks to partnerships with the Bible Broadcasting Network and Trans World Radio, WFTH is heard throughout the United States, United Kingdom, Europe, Micronesia, Africa, and South America. A hallmark of this radio ministry is taking listeners through the Bible book-by-book, verse-by-verse, and sometimes word-by-word! Stephen encourages believers to live holy lives for the Lord Jesus Christ through the timeless, timely, life-changing Word of God.",English,Religion & Spirituality | Christianity,http://www.wisdomonline.org,The A Group,476045414,"In the Court of Public Opinion, Part 1 - James 2:19-20",http://www.wisdomonline.org/audio/5095/WFTH20171229.mp3,1705,"When James makes the bold statement that we are not only justified by faith but by works as well, how can we reconcile that with the Apostle Paul’s message that salvation is through faith alone and not of works? In this message, Stephen clears up the confusion.",2017-12-29 05:00:00+00,163694f35ce24138a5d80fdd5d823c38
57,eb169c2090634665acb9e5ceb5612617,VOC Nation Radio Network,http://is3.mzstatic.com/image/thumb/Music71/v4/07/57/b6/0757b6ad-8c8b-0967-438a-597c3cf3501e/source/600x600bb.jpg,"More Than Professional Wrestling:  The Worldwide Leader in Entertainment.  This is the VOC Nation Radio Network - http://vocnation.com.
Call in LIVE ... (914) 338-1885!",English,Personal Journals | Society & Culture,http://www.blogtalkradio.com/vocnationradio,VOC Nation Radio Network,926140552,"DimpleDate Dating, Relationships, and Sex - 6/14/2014",http://www.blogtalkradio.com/vocnationradio/2017/12/16/dimpledate-dating-relationships-and-sex--6142014.mp3,2100,"Brady answers all your dating, relationship, and sex questions!

The VOC Nation Radio Network airs live and on-demand programming 7 days per week via vocnation.com, and features notable contributors such as Pro Wrestling Illustrated Contributing Writer Brady Hicks, WCW star The Stro, WWE and TNA wrestler Shelly Martinez, TNA competitor Petey Williams, and more! Consistently ranking in the top 1% of programs for downloads by both Blogtalk Radio and Podomatic and the top 5% of streaming programs by Stitcher Internet Radio, the VOC Nation's Twitter page @vocnation has nearly 100,000 subscribers.",2017-12-16 05:00:00+00,f9b1488992f54b129709359f086b70ff
58,eabadcfe2e0a449eb3fb8b1a77d68870,Badminton Beat,http://is1.mzstatic.com/image/thumb/Music118/v4/cd/e6/2f/cde62f69-17e2-ac88-16ae-bcd6b39a3519/source/600x600bb.jpg,"Coach Mike de Belle leads discussions with other coaches and players about all things to do with badminton including reviews of the latest matches, drills, tactics, personalities and more. We're based in Canada but discuss plenty of issues relating to the world wide badminton community.",English,Sports & Recreation | Professional,http://badmintonbeat.blubrry.net,Mike de Belle,1297809130,Episode 8,http://media.blubrry.com/badmintonbeat/content.blubrry.com/badmintonbeat/Badminton_Beat_Episode_8.mp3,729,<p>It&#8217;s a shorter episode this week as I get over a cold but I managed to &#8220;pick the brains&#8221; of several of my coach-friends from other sports to get their &#8220;Winning Strategies&#8221;.</p>,2017-12-12 03:38:35+00,b6a313a210cb4bfe9fb67b1631432650
59,068e33e959dc426b8e07d6200db710ee,Power Health Talk with Dr. Martin Rutherford and Dr. Randall Gates,http://is2.mzstatic.com/image/thumb/Music62/v4/75/46/a1/7546a18f-350c-02f2-18d1-3d77c679c1af/source/600x600bb.jpg,"Power Health Talk has been designed to help people see through the foggy and confusing mess that is ""healthcare"" today.  Discussing new trends and current findings that have helped them to continue to treat thousands of patients a year suffering from chronic conditions such as fibromyalgia, autoimmune issues, chronic fatigue, peripheral neuropathy, thyroid conditions, inability to lose weight and many others.<br />
<br />
This show is hosted by Dr. Martin Rutherford, DC, Certified Functional Medicine Practitioner and Dr. Randall Gates, DC, Board Certified Chiropractic Neurologist both are passionate about health and enjoy working with patients and helping them to achieve Power Health both at their clinic in Reno, NV and all over the world.",English,Alternative Health | Fitness & Nutrition | Health,http://powerhealthtalk.com,Dr. Martin Rutherford and Dr. Randall Gates: Functional Medicine Practitioner and Chiropractic Neurologist,828652696,"PHT 186:  Autoimmune disease, does it start in the gut?",http://traffic.libsyn.com/powerhealthtalk/PHT_Episode_186.mp3,1723,"Over the last three years, we have done many broadcasts regarding the connections between the gastrointestinal tract and several autoimmune diseases. Today we will go over more of the newest literature regarding this topic.<br />
Please enjoy and forward your comments to us here on our website or our <a href=""http://powerhealthreno.com/Facebook"">Facebook page</a>.  Thank you for listening!<br />",2017-12-22 16:30:37+00,16e8fefe47e8421280a3ddd9d9c7c04c
60,1db44068428d431c89be369e8535b6ae,Mixergy - Startup Stories with 1000+ entrepreneurs and businesses,http://is4.mzstatic.com/image/thumb/Music111/v4/d1/5c/81/d15c8155-e786-8fe0-002e-8d9d4a337d59/source/600x600bb.jpg,"Mixergy.com ""Learn from Proven Entrepreneurs."" In over 1,000 interviews, Andrew Warner asks uncomfortable questions to dig deep into the success and failures of the most successful business founders and thought leaders. The ideas and stories are so powerful that hearing them will change you..

If you are an ambitious entrepreneur crafting your next upstart or startup, there is no greater ""street smarts"" education than Mixergy. Don't miss out! 1) Subscribe to this podcast. 2) Turn on automatic downloads. 3) Enjoy every new interview for FREE. 4) Go to http://MixergyPremium.com and unlock the full back catalog of audio & video interviews, PLUS over 200 cheatsheets AND over 200 exclusive courses taught by real experts on topics like ""Mobile App Design,"" ""Preselling,"" ""How to have a profitable launch,"" ""Affiliate Marketing,"" ""How to Raise $1 Million from Investors."" Sound good? 

""In my 20s, with no outside funding, I co-founded a business that reached $30+ million in annual sales. Mixergy is the source I wish I had."" - Andrew Warner, Founder of Mixergy.",English,Education | Society & Culture | Management & Marketing | Business,https://mixergy.com,Andrew Warner,348690336,#1539 Solving the problem of community organization,https://mixergy.com/wp-content/audio/Sharon-Savariego-Mobilize-on-Mixergy1217.mp3,2840,"Today&#8217;s guest is a San Francisco entrepreneur who discovered a problem that maybe you have.
I know when I go to conferences, sometimes they want to do add me to a Slack group for everyone at the conference. It&#8217;s fun for the first day, and then it becomes a distraction from the other stuff I do in Slack. It doesn&#8217;t really work for me. Other times, they create their own app and I forget to go check their app or it&#8217;s not written very well. 
They&#8217;re trying to connect with the people at the event, send updates, last-minute issues or changes, and also allow attendees to get to know each other. Slack doesn&#8217;t really work for that. Facebook doesn&#8217;t really work for that. There hasn&#8217;t really been a product that works. Today&#8217;s guest said, &#8220;How about if we create something better?&#8221; And she did. 
Sharon Savariego is the founder of Mobilize, a software that allows communities to get organized. It allows you to reach your community members via email, if that&#8217;s how they prefer, text if that&#8217;s how they prefer. The whole idea is to make it easy for community managers to grow their communities and community members to participate without a big distraction to their day.
<p><a href=""https://mixergy.com/interviews/mobilize-with-sharon-savariego/""><img src=""https://mixergy.com/interviews/mobilize-with-sharon-savariego/?get-twitter-card=true&amp;"" alt="""" class=""alignnone size-full""/></a></p><p>Sharon Savariego is the founder of Mobilize, a software that allows communities to get organized.</p>
<strong>Sponsored by</strong><br/><p><a href=""http://www.hostgator.com/promo/mixergy"" rel=""nofollow"">HostGator</a> is your one-stop shop for all things web hosting. From design and marketing services to easy-to-use website builders, they are with you every step of the way. Thanks to their 24/7 – 365 days a year live support – which you can get via chat, phone and email – any and all questions you have can be answered in no time at all.</p>
<p><a href=""http://www.hostgator.com/promo/mixergy"" rel=""nofollow"">HostGator</a> offers unlimited disk space and bandwidth, an easy to use control panel, one click WordPress installs and more. </p>
<hr />
<p>If you need anything designed&#8211;a new web page, a new landing page, a new logo, <a href=""https://www.designcrowd.com/mixergy"" rel=""nofollow"">DesignCrowd</a> will do it for you. They ask you what you&#8217;re looking for, who you are, what your company is like. They will give you lots of options, you pick the one you like, pay for it, and they guarantee results. It&#8217;s that simple. Find out how DesignCrowd is different than the other companies and go to <a href=""https://www.designcrowd.com/mixergy"">designcrowd.com/mixergy</a>.</p>
<p>More interviews -&gt; <a href=""https://mixergy.com/moreint"" target=""_blank"">https://mixergy.com/moreint</a><br />
Rate this interview -&gt; <a href=""https://mixergy.com/rateint"" target=""_blank"">https://mixergy.com/rateint</a></p>",2017-12-29 14:00:01+00,11c3f98830134d8ca45c0ca699f92bc3
61,65fce1d879cd447c9c7da78cc5c2e43a,Social Science Bites,http://is1.mzstatic.com/image/thumb/Music71/v4/50/26/b5/5026b5ed-a568-0436-7f69-2df15f430a68/source/600x600bb.jpg,Bite-sized interviews with top social scientists,English,Education | Society & Culture | Higher Education | Philosophy,http://www.socialsciencebites.com,Nigel Warburton,524122804,Bev Skeggs on Social Media Siloing,http://traffic.libsyn.com/clean/socialsciencebites/SkeggsMixSesM.mp3?dest-id=92665,1053,"<p>“Most people,” says Goldsmiths sociologist Bev Skeggs, “think they’re using Facebook to communicate with friends. Basically they’re using it to reveal how much they can be sold for, now and in the future, and how much their friends can be sold for.”</p> <p>That was an almost accidental lesson she learned during research on how social networks were structuring, or restructuring, friendships, she explains to interviewer David Edmonds in this Social Science Bites podcast. After receiving a monstrous data dump – with permission – of individual’s social media usage, Skeggs and her colleagues were “completely diverted”  as it dawned on them that Facebook was trawling its users’ habits to collect information on people’s general browsing habits.</p> <p>The potentially disturbing but legal practice was only the first step in Facebook’s efforts to monetize social media – and in what Skeggs argues calcifies inequality.</p> <p>“They probably have the greatest capacity to experiment with social data to see who we’re communicating with, how we’re communicating with them,” Skeggs says, “but basically 90 percent of Facebook profit is made from advertising -- selling your data to advertising companies so that they can place an advert on your browser.” And in turn, algorithmically segregating web denizens – well, their composite data profiles, at any rate -- based on their perceived wealth and influence. This “subprime silo-ing” pushes sketchy advertising, in particular for high-interest loans, at people who can least afford to take on more debt.</p> <p>That, she explains, is why “we really, really need to have some strict regulation” when it comes to the trading of personal data, targeting, advertising and similar practices that flow from social media.</p> <p>Skeggs, who has led the sociology departments at Manchester University and Goldsmiths, University of London, has long looked at less explored vectors of inequality, as demonstrated by her breakthrough 1997 book, <em><a href= ""https://us.sagepub.com/en-us/nam/formations-of-class-gender/book206065""> Formations of Class & Gender: Becoming Respectable</a></em>. She was the joint managing editor of the <em>The Sociological Review</em> for five years starting in 2011, a period that saw the esteemed journal transition into an independent foundation “dedicated to the advancement and study of sociology in everyday life.” (She remains an editor at large for the <em>Review</em>.)</p>",2017-12-01 11:00:00+00,24626b8d3f0a4ee99a498969f674de7b
62,33930efea3c642cd9b629203b0fa126f,The Morning Blitz with Al Galdi,http://is5.mzstatic.com/image/thumb/Music127/v4/88/06/95/88069537-dda8-7a05-a92d-6dc32c0e4b0e/source/600x600bb.jpg,"ESPN 980 listeners wake up at 5am to the debut of The Morning Blitz, hosted by Al Galdi (@AlGaldi). He'll quickly catch you up on the latest sports headlines and breaking news from overnight. ",English,Sports & Recreation,http://www.espn980.com,WTEM,1110428063,12-18-17 The Morning Blitz with Al Galdi - hour 1,http://www.stationcaster.com/clicktrack/index.mp3?media=%2Fstations%2Fwtem%2Fmedia%2Fmp3%2F12_18_17_The_Morning_Blitz_with_Al_Galdi___hour_1-1513598496.mp3&usecat=21763&subscribed=true&title=12-18-17+The+Morning+Blitz+with+Al+Galdi+-+hour+1&ext=.mp3,2624,"Hour 1 of an extended Redskins postgame show off a 20-15 win over Arizona!  Galdi gives his five biggest takeaways from the game, provides in-depth looks at three Redskins defensive standouts, reviews the best of what Jay Gruden said after the game and more.",2017-12-18 12:01:37+00,6afeaf49e19345efa40359c6c7e5d862
63,46c0d36d8f2d4e17a6ce5f617338011a,SkyWatchTV Podcast,http://is2.mzstatic.com/image/thumb/Music71/v4/63/43/18/6343182d-c56f-c5ce-61ac-12d1d193880c/source/600x600bb.jpg,"SkyWatchTV is a new paradigm in Christian broadcasting, examining topics that most churches and Christian media prefer not to discuss. Ghosts, demons, giants, UFOs, spiritual warfare, conspiracies--topics that are driving Christians to look outside the church for answers.

Featuring longtime broadcaster Derek Gilbert and bestselling authors and investigators Tom Horn, Cris Putnam, Joe Ardis, Josh Peck, and Sharon K. Gilbert, SkyWatchTV brings you new content five days a week: Daily news updates, 'Into the Multiverse' with Josh Peck, 'SciFriday' with Sharon K. Gilbert, 'The Supernatural Worldview' with Cris Putnam, and the weekly flagship 'SkyWatchTV' program.

SkyWatchTV: Investigating prophecy, discoveries, and the supernatural.",English,Christianity | Religion & Spirituality,http://www.blogtalkradio.com/skywatchtv,SkyWatchTV,1107445564,SkyWatchTV Podcast: Arrival of Alien Leviathan from Exoplanet Waterworlds,http://www.blogtalkradio.com/skywatchtv/2017/12/03/skywatchtv-podcast-arrival-of-alien-leviathan-from-exoplanet-waterworlds.mp3,2100,"What is the real story of the infamous Roswell UFO crash and how do the Men in Black fit in? Does Ancient Astronaut Theory have occult roots? Why has the appearance of extraterrestrials changed over time? How do water world exoplanets, Leviathan, and ancient texts converge? Does this reveal the prophetic return of alien entities or something far more disturbing? It all goes deeper than you might think. Find out the answers to these questions and more as Derek P. Gilbert, Josh Peck, and Dr. Michael S. Heiser discuss their latest, most ground-breaking research into ETs, UFOs, and the Official Disclosure Movement!

 

Order “The Day The Earth Stands Still” at http://SkyWatchTVstore.com",2017-12-03 15:00:00+00,f8301ef6fae64ac5b0182be5482c5aed
64,4ce167c2feea40d7a9b84b306088bfe2,Hear UR,http://is2.mzstatic.com/image/thumb/Music118/v4/ae/76/65/ae766545-2bf2-24a1-c227-f659e31cab19/source/600x600bb.jpg,Podcast by The Department of History at the Unive…,English,Education,http://soundcloud.com/user-752626518,The Department of History at the University of Rochester,1327587373,Episode 102: Canal Fever,http://feeds.soundcloud.com/stream/372195353-user-752626518-episode-102-canal-fever.mp3,376,Episode 102: Canal Fever by The Department of History at the University of Rochester,2017-12-20 17:18:52+00,770da5b4065e4770bcf77775029e02f7
65,5fdab8917c834436b022a72f38fef0c5,Newslaundry Podcast,http://is5.mzstatic.com/image/thumb/Music128/v4/56/de/3a/56de3a19-8b46-d683-c577-e7d0ac5c919e/source/600x600bb.jpg,"We want to change the world with information while having fun. Things are clean when they’re washed - Sabki Dhulai.

Mission
To change the world with information while having fun. Things are clean when they’re washed - Sabki Dhulai.

Description
News and News on the news. New ways to present the news. Slants, compromises, biases, praise, brickbats and anything else. Here nothing is off limits. We say it like it is and appreciate others who do. News isn’t fair unless its transparent and no information is interesting unless its fun.

Click here to support Newslaundry : http://www.newslaundry.com/subscription",English,News & Politics,https://www.newslaundry.com/subscription,Newslaundry,582585399,#JustSports 65: Roundup of sporting events in 2017,http://feeds.soundcloud.com/stream/375303773-newslaundrypodcast-just-sports-episode-65.mp3,1247,"Samar Khan and Rahul Puri are back with their weekly round-up of sports. The discussion starts with tennis, where they both agree that it was the year of resurgence for Roger Federer and Rafael Nadal as they were on a roll. Nobody from the young cadre managed to rise to challenge those two. Then they talk about Usain Bolt and his legacy. In the world of Formula One, they talk about Lewis Hamilton winning his fourth world championship. In the world of football, they talk about Real Madrid retaining the Champions League trophy, winning La Liga. At last, they talk about cricket and how it has been Virat Kohli's year in many ways. All this and more on this week's Just Sports.",2017-12-27 13:45:24+00,c010248d21304c86b500025be556ef5d
66,4bcb2a42e4ec4a4f94500fe6c93e66a2,Juan Araújo,http://is2.mzstatic.com/image/thumb/Music128/v4/d5/d0/35/d5d03569-1b1e-6f50-ac26-060cc1ab67ac/source/600x600bb.jpg,Podcast by Juan Araújo,English,Arts,http://soundcloud.com/juan-araujo-483769301,Juan Araújo,1321195810,Derek Hughes,http://feeds.soundcloud.com/stream/365097140-juan-araujo-483769301-derek-hughes.mp3,3017,Derek Hughes by Juan Araújo,2017-12-05 01:56:59+00,7f33cb8477974681b87e3f230a1fd37f
67,c6ada21944b74dccb3464592e87eb3b2,The Alex Jones Show,http://is3.mzstatic.com/image/thumb/Music4/v4/7d/1b/1a/7d1b1a4d-b4ab-449f-9877-bdc4d82ea83f/source/600x600bb.jpg,Alex Jones Show Podcast.,English,TV & Film,http://prisonplanet.tv,Alex Jones,667508924,"Wednesday, December 13th, 2017",http://bigmedia1.infowars.com/mp3/20171213_Wed_Alex.mp3?saison=1514681603&signature1=99fe235b55f88904e1073a6c2238f41c,10587,"Wednesday, December 13th, 2017 Wednesday, December 13th, 2017: Democrats are claiming victory in the Alabama senatorial race that went down to the wire Tuesday night, but don't stop watching just yet: the close race may trigger a recount.  David Seaman joins Alex Jones live via Skype to break down the economic viability of Cryptocurrency. Economics guru Catherine Fitts reveals what's going on with Bitcoin and how it could potentially be a bubble that benefits the elites. Roger Stone hosts the fourth and final hour.",2017-12-13 06:00:00+00,b9d80e81b5cf4776aa5421c6df8aef13
68,8807648ecf664440a5172a4e441fafca,Kabbalah: Media Updates | kbb_por_mp3,http://is1.mzstatic.com/image/thumb/Music71/v4/2a/fb/cf/2afbcf8a-f7e7-90f9-dfd4-72e8359b371d/source/600x600bb.jpg,"
Kabbalah Media Updates: Audio podcast in Portuguese.

Bnei Baruch is the largest group of Kabbalists in Israel, sharing the wisdom of Kabbalah with the entire world. Study materials in over 32 languages are based on authentic Kabbalah texts that were passed down from generation to generation.

Bnei Baruch Kabbalah Education and Research Institute is an international movement of many thousands of students dedicated to publicly sharing the authentic wisdom of Kabbalah.

Bnei Baruch was established in 1991 by Rav Michael Laitman, PhD (Professor of Ontology and Theory of Knowledge, PhD in Philosophy and Kabbalah, and MSc in Medical Bio-Cybernetics), following the passing of his teacher, Rav Baruch Shalom HaLevi Ashlag (The Rabash).

For further information please visit websites kab.info, kab.tv.
		",English,Education,http://www.kabbalahmedia.info,Bnei Baruch - Kabbalah L'Am Association,1109848729,"Writings of Baal HaSulam, article ""The Freedom"" (2017-12-19)",http://files.kabbalahmedia.info/audio/por_t_rav_2017-12-19_lesson_bs-maamar-herut_n1_p3.mp3,2521,"<a href=""http://kabbalahmedia.info/en/ui/71342"">por_t_rav_2017-12-19_lesson_bs-maamar-herut_n1_p3</a>",2017-12-19 04:24:58+00,0f283c58e16a46518610cee526da00c4
69,ee6f6a7c52134846a35066a7ff43d5db,Religion and Foreign Policy,http://is1.mzstatic.com/image/thumb/Music128/v4/ff/76/e5/ff76e577-b6be-20bf-fb36-c22a1904d1ce/source/600x600bb.jpg,"CFR’s Religion and Foreign Policy Program serves as a resource for the faith community, bringing together congregational and lay leaders, religion scholars, and representatives of faith-based organizations for conversations on issues at the intersection of religion and global affairs.",English,Religion & Spirituality,https://www.cfr.org/,Council on Foreign Relations,1174033562,Countering Violent Extremism,http://feedproxy.google.com/~r/publication/rafpp/~5/UJssi7m6ul0/12.19%20RCC%20Mandaville%20and%20Nozell%20CFR%20Recording.mp3,3643,"<img src=""http://feeds.feedburner.com/~r/publication/rafpp/~4/OGmdo7ObOa4"" height=""1"" width=""1"" alt=""""/>",2017-12-19 15:41:06+00,c7047646c7404dcc90a377349e43d6e5
70,2f57e608aa1d4fcbb9e181bf0e20bf0f,CrossWay Church,http://is1.mzstatic.com/image/thumb/Music122/v4/ae/4b/0d/ae4b0dad-5c89-b0e4-c830-c8af9e1a5761/source/600x600bb.jpg,"CrossWay Church - Queen City, Texas",English,Religion & Spirituality | Christianity,http://www.thecrosswaychurch.com,Curtis Hutchinson,941825650,Full Assurance For The Days Ahead pt.2 (2017/12/13) - Audio,http://thecrosswaychurch.sermon.net/21068045/controller/link/action/podcast/type/audio_fullassuranceforthedaysaheadpt/id/2986891.mp3,3060,"CrossWay Church - Queen City, Texas",2017-12-14 00:15:54+00,0b59b518c01341c8a68fd203ba0ca9e7
